Sample Index,Value
351,-603
352,-603
353,-603
354,-603
355,-603
356,-603
357,-603
358,-603
359,-603
360,-603
361,-603
362,-603
363,-603
364,-603
365,-603
366,-603
367,-603
368,-603
369,-603
370,-603
371,-603
372,-603
373,-603
374,-603
375,-603
376,-603
377,-603
378,-603
379,-603
380,-603
381,-603
382,-603
383,-603
384,-603
385,-603
386,-603
387,-603
388,-603
389,-603
390,-603
391,-603
392,-603
393,-603
394,-603
395,-603
396,-603
397,-603
398,-603
399,-603
400,-603
401,-603
402,-603
403,-603
404,-603
405,-603
406,-603
407,-603
408,-603
409,-603
410,-603
411,-603
412,-603
413,-603
414,-603
415,-603
416,-603
417,-603
418,-603
419,-603
420,-603
421,-603
422,-603
423,-603
424,-603
425,-603
426,-603
427,-603
428,-603
429,-603
430,-603
431,-603
432,-603
433,-603
434,-603
435,-603
436,-603
437,-603
438,-603
439,-603
440,-603
441,-603
442,-603
443,-603
444,-603
445,-603
446,-603
447,-603
448,-603
449,-603
450,-603
451,-603
452,-603
453,-603
454,-603
455,-603
456,-603
457,-603
458,-603
459,-603
460,-603
461,-603
462,-603
463,-603
464,-603
465,-603
466,-603
467,-603
468,-603
469,-603
470,-603
471,-603
472,-603
473,-603
474,-603
475,-603
476,-603
477,-603
478,-603
479,-603
480,-603
481,-603
482,-603
483,-603
484,-603
485,-603
486,-603
487,-603
488,-603
489,-603
490,-603
491,-603
492,-603
493,-603
494,-603
495,-603
496,-603
497,-603
498,-603
499,-603
500,-603
501,-603
502,-603
503,-603
504,-603
505,-603
506,-603
507,-603
508,-603
509,-603
510,-603
511,-603
512,-603
513,-603
514,-603
515,-603
516,-603
517,-603
518,-603
519,-603
520,-603
521,-603
522,-603
523,-603
524,-603
525,-603
526,-603
527,-603
528,-603
529,-603
530,-603
531,-603
532,-603
533,-603
534,-603
535,-603
536,-603
537,-603
538,-603
539,-603
540,-603
541,-603
542,-603
543,-603
544,-603
545,-603
546,-603
547,-603
548,-603
549,-603
550,-603
551,-603
552,-603
553,-603
554,-603
555,-603
556,-603
557,-603
558,-603
559,-603
560,-603
561,-603
562,-603
563,-603
564,-603
565,-603
566,-603
567,-603
568,-603
569,-603
570,-603
571,-603
572,-603
573,-603
574,-603
575,-603
576,-603
577,-603
578,-603
579,-603
580,-603
581,-603
582,-603
583,-603
584,-603
585,-603
586,-603
587,-603
588,-603
589,-603
590,-603
591,-603
592,-603
593,-603
594,-603
595,-603
596,-603
597,-603
598,-603
599,-603
600,-603
601,-603
602,-603
603,-603
604,-603
605,-603
606,-603
607,-603
608,-603
609,-603
610,-603
611,-603
612,-603
613,-603
614,-603
615,-603
616,-603
617,-603
618,-603
619,-603
620,-603
621,-603
622,-603
623,-603
624,-603
625,-603
626,-603
627,-603
628,-603
629,-603
630,-603
631,-603
632,-603
633,-603
634,-603
635,-603
636,-603
637,-603
638,-603
639,-603
640,-603
641,-603
642,-603
643,-603
644,-603
645,-603
646,-603
647,-603
648,-603
649,-603
650,-603
651,-603
652,-603
653,-603
654,-603
655,-603
656,-603
657,-603
658,-603
659,-603
660,-603
661,-603
662,-603
663,-603
664,-603
665,-603
666,-603
667,-603
668,-603
669,-603
670,-603
671,-603
672,-603
673,-603
674,-603
675,-603
676,-603
677,-603
678,-603
679,-603
680,-603
681,-603
682,-603
683,-603
684,-603
685,-603
686,-603
687,-603
688,-603
689,-603
690,-603
691,-603
692,-603
693,-603
694,-603
695,-603
696,-603
697,-603
698,-603
699,-603
700,-603
701,-603
702,-603
703,-603
704,-603
705,-603
706,-603
707,-603
708,-603
709,-603
710,-603
711,-603
712,-603
713,-603
714,-603
715,-603
716,-603
717,-603
718,-603
719,-603
720,-603
721,-603
722,-603
723,-603
724,-603
725,-603
726,-603
727,-603
728,-603
729,-603
730,-603
731,-603
732,-603
733,-603
734,-603
735,-603
736,-603
737,-603
738,-603
739,-603
740,-603
741,-603
742,-603
743,-603
744,-603
745,-603
746,-603
747,-603
748,-603
749,-603
750,-603
751,-603
752,-603
753,-603
754,-603
755,-603
756,-603
757,-603
758,-603
759,-603
760,-603
761,-603
762,-603
763,-603
764,-603
765,-603
766,-603
767,-603
768,-603
769,-603
770,-603
771,-603
772,-603
773,-603
774,-603
775,-603
776,-603
777,-603
778,-603
779,-603
780,-603
781,-603
782,-603
783,-603
784,-603
785,-603
786,-603
787,-603
788,-603
789,-603
790,-603
791,-603
792,-603
793,-603
794,-603
795,-603
796,-603
797,-603
798,-603
799,-603
800,-603
801,-603
802,-603
803,-603
804,-603
805,-603
806,-603
807,-603
808,-603
809,-603
810,-603
811,-603
812,-603
813,-603
814,-603
815,-603
816,-603
817,-603
818,-603
819,-603
820,-603
821,-603
822,-603
823,-603
824,-603
825,-603
826,-603
827,-603
828,-603
829,-603
830,-603
831,-603
832,-603
833,-603
834,-603
835,-603
836,-603
837,-603
838,-603
839,-603
840,-603
841,-603
842,-603
843,-603
844,-603
845,-603
846,-603
847,-603
848,-603
849,-603
850,-603
851,-603
852,-603
853,-603
854,-603
855,-603
856,-603
857,-603
858,-603
859,-603
860,-603
861,-603
862,-603
863,-603
864,-603
865,-603
866,-603
867,-603
868,-603
869,-603
870,-603
871,-603
872,-603
873,-603
874,-603
875,-603
876,-603
877,-603
878,-603
879,-603
880,-603
881,-603
882,-603
883,-603
884,-603
885,-603
886,-603
887,-603
888,-603
889,-603
890,-603
891,-603
892,-603
893,-603
894,-603
895,-603
896,-603
897,-603
898,-603
899,-603
900,-603
901,-603
902,-603
903,-603
904,-603
905,-603
906,-603
907,-603
908,-603
909,-603
910,-603
911,-603
912,-603
913,-603
914,-603
915,-603
916,-603
917,-603
918,-603
919,-603
920,-603
921,-603
922,-603
923,-603
924,-603
925,-603
926,-603
927,-603
928,-603
929,-603
930,-603
931,-603
932,-603
933,-603
934,-603
935,-603
936,-603
937,-603
938,-603
939,-603
940,-603
941,-603
942,-603
943,-603
944,-603
945,-603
946,-603
947,-603
948,-603
949,-603
950,-603
951,-603
952,-603
953,-603
954,-603
955,-603
956,-603
957,-603
958,-603
959,-603
960,-603
961,-603
962,-603
963,-603
964,-603
965,-603
966,-603
967,-603
968,-603
969,-603
970,-603
971,-603
972,-603
973,-603
974,-603
975,-603
976,-603
977,-603
978,-603
979,-603
980,-603
981,-603
982,-603
983,-603
984,-603
985,-603
986,-603
987,-603
988,-603
989,-603
990,-603
991,-603
992,-603
993,-603
994,-603
995,-603
996,-603
997,-603
998,-603
999,-603
1000,-603
1001,-603
1002,-603
1003,-603
1004,-603
1005,-603
1006,-603
1007,-603
1008,-603
1009,-603
1010,-603
1011,-603
1012,-603
1013,-603
1014,-603
1015,-603
1016,-603
1017,-603
1018,-603
1019,-603
1020,-603
1021,-603
1022,-603
1023,-603
1024,-603
1025,-603
1026,-603
1027,-603
1028,-603
1029,-603
1030,-603
1031,-603
1032,-603
1033,-603
1034,-603
1035,-603
1036,-603
1037,-603
1038,-603
1039,-603
1040,-603
1041,-603
1042,-603
1043,-603
1044,-603
1045,-603
1046,-603
1047,-603
1048,-603
1049,-603
1050,-603
1051,-603
1052,-603
1053,-603
1054,-603
1055,-603
1056,-603
1057,-603
1058,-603
1059,-603
1060,-603
1061,-603
1062,-603
1063,-603
1064,-603
1065,-603
1066,-603
1067,-603
1068,-603
1069,-603
1070,-603
1071,-603
1072,-603
1073,-603
1074,-603
1075,-603
1076,-603
1077,-603
1078,-603
1079,-603
1080,-603
1081,-603
1082,-603
1083,-603
1084,-603
1085,-603
1086,-603
1087,-603
1088,-603
1089,-603
1090,-603
1091,-603
1092,-603
1093,-603
1094,-603
1095,-603
1096,-603
1097,-603
1098,-603
1099,-603
1100,-603
1101,-603
1102,-603
1103,-603
1104,-603
1105,-603
1106,-603
1107,-603
1108,-603
1109,-603
1110,-603
1111,-603
1112,-603
1113,-603
1114,-603
1115,-603
1116,-603
1117,-603
1118,-603
1119,-603
1120,-603
1121,-603
1122,-603
1123,-603
1124,-603
1125,-603
1126,-603
1127,-603
1128,-603
1129,-603
1130,-603
1131,-603
1132,-603
1133,-603
1134,-603
1135,-603
1136,-603
1137,-603
1138,-603
1139,-603
1140,-603
1141,-603
1142,-603
1143,-603
1144,-603
1145,-603
1146,-603
1147,-603
1148,-603
1149,-603
1150,-603
1151,-603
1152,-603
1153,-603
1154,-603
1155,-603
1156,-603
1157,-603
1158,-603
1159,-603
1160,-603
1161,-603
1162,-603
1163,-603
1164,-603
1165,-603
1166,-603
1167,-603
1168,-603
1169,-603
1170,-603
1171,-603
1172,-603
1173,-603
1174,-603
1175,-603
1176,-603
1177,-603
1178,-603
1179,-603
1180,-603
1181,-603
1182,-603
1183,-603
1184,-603
1185,-603
1186,-603
1187,-603
1188,-603
1189,-603
1190,-603
1191,-603
1192,-603
1193,-603
1194,-603
1195,-603
1196,-603
1197,-603
1198,-603
1199,-603
1200,-603
1201,-603
1202,-603
1203,-603
1204,-603
1205,-603
1206,-603
1207,-603
1208,-603
1209,-603
1210,-603
1211,-603
1212,-603
1213,-603
1214,-603
1215,-603
1216,-603
1217,-603
1218,-603
1219,-603
1220,-603
1221,-603
1222,-603
1223,-603
1224,-603
1225,-603
1226,-603
1227,-603
1228,-603
1229,-603
1230,-603
1231,-603
1232,-603
1233,-603
1234,-603
1235,-603
1236,-603
1237,-603
1238,-603
1239,-603
1240,-603
1241,-603
1242,-603
1243,-603
1244,-603
1245,-603
1246,-603
1247,-603
1248,-603
1249,-603
1250,-603
1251,-603
1252,-603
1253,-603
1254,-603
1255,-603
1256,-603
1257,-603
1258,-603
1259,-603
1260,-603
1261,-603
1262,-603
1263,-603
1264,-603
1265,-603
1266,-603
1267,-603
1268,-603
1269,-603
1270,-603
1271,-603
1272,-603
1273,-603
1274,-603
1275,-603
1276,-603
1277,-603
1278,-603
1279,-603
